"row_id","order_id","order_date_day","ship_date_day","ship_mode","customer_id","country","state","city","postal_code","region","product_id","sales","quantity","discount","profit"
387,CA-2015-122756,2015-12-03,2015-12-07,Standard Class,DK-13225,United States,Pennsylvania,Philadelphia,"19140",East,TEC-MA-10001681,482.3400,4,0.7000,-337.6380
9177,CA-2016-118178,2016-03-19,2016-03-24,Standard Class,CC-12610,United States,Tennessee,Nashville,"37211",South,OFF-BI-10001153,31.0860,3,0.7000,-20.7240
2840,US-2015-104185,2015-09-03,2015-09-08,Second Class,JB-15400,United States,New York,New York City,"10009",East,OFF-ST-10001526,120.3300,1,0.0000,31.2858
2766,CA-2017-165757,2017-06-22,2017-06-28,Standard Class,PL-18925,United States,Pennsylvania,Philadelphia,"19140",East,OFF-ST-10004835,8.9280,2,0.2000,0.6696
4183,US-2017-136868,2017-10-06,2017-10-12,Standard Class,CR-12820,United States,New York,New York City,"10035",East,OFF-PA-10002377,17.0400,3,0.0000,7.6680
9246,CA-2014-113271,2014-07-09,2014-07-14,Standard Class,DS-13030,United States,California,San Francisco,"94122",West,OFF-PA-10002365,32.4000,5,0.0000,15.5520
2639,CA-2017-108441,2017-06-12,2017-06-18,Standard Class,SB-20170,United States,New York,New York City,"10035",East,OFF-BI-10000848,13.1280,3,0.2000,4.2666
5785,CA-2017-141117,2017-10-02,2017-10-08,Standard Class,JK-16090,United States,Oregon,Springfield,"97477",West,FUR-BO-10001972,217.7640,6,0.7000,-384.7164
927,CA-2014-132962,2014-09-13,2014-09-16,First Class,JM-15535,United States,Pennsylvania,Philadelphia,"19143",East,TEC-AC-10004353,252.0000,5,0.2000,53.5500
39,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,United States,Texas,Houston,"77041",Central,FUR-BO-10002545,532.3992,3,0.3200,-46.9764
1408,CA-2016-130407,2016-09-02,2016-09-06,Standard Class,KD-16270,United States,New York,New York City,"10024",East,OFF-AR-10002240,75.4800,2,0.0000,19.6248
6891,CA-2017-164756,2017-09-18,2017-09-22,Standard Class,SS-20140,United States,Georgia,Columbus,"31907",South,OFF-PA-10000673,50.9600,7,0.0000,24.4608
9829,CA-2017-169999,2017-06-19,2017-06-26,Standard Class,JS-15685,United States,New York,New York City,"10035",East,OFF-BI-10004728,11.5680,3,0.2000,3.7596
2071,CA-2016-146521,2016-07-21,2016-07-23,Second Class,CC-12610,United States,Pennsylvania,Philadelphia,"19134",East,OFF-BI-10000301,1.9410,1,0.7000,-1.2940
5328,CA-2014-130813,2014-01-06,2014-01-08,Second Class,LS-17230,United States,California,Los Angeles,"90049",West,OFF-PA-10002005,19.4400,3,0.0000,9.3312
8325,CA-2017-144456,2017-09-08,2017-09-09,First Class,FC-14245,United States,Florida,Hialeah,"33012",South,OFF-ST-10001321,61.6800,5,0.2000,5.3970
5766,US-2014-126340,2014-11-08,2014-11-14,Standard Class,EB-13870,United States,California,Redding,"96003",West,TEC-PH-10004447,333.5760,3,0.2000,25.0182
5431,CA-2017-117422,2017-10-21,2017-10-25,Standard Class,FC-14245,United States,Ohio,Lakewood,"44107",East,OFF-AP-10000938,161.5680,2,0.2000,16.1568
6694,CA-2017-144225,2017-09-30,2017-10-02,Second Class,CC-12475,United States,Maryland,Baltimore,"21215",East,OFF-PA-10000062,164.8800,3,0.0000,80.7912
6462,US-2017-133361,2017-05-14,2017-05-17,First Class,AJ-10780,United States,Maryland,Baltimore,"21215",East,TEC-AC-10003280,89.9700,3,0.0000,18.8937
8494,CA-2015-109190,2015-10-23,2015-10-28,Standard Class,CC-12685,United States,Texas,Lubbock,"79424",Central,TEC-CO-10001943,479.9760,3,0.2000,161.9919
7157,CA-2017-126718,2017-04-29,2017-05-04,Standard Class,KT-16480,United States,New Jersey,Orange,"7050",East,OFF-LA-10004055,4.9100,1,0.0000,2.4059
8328,CA-2017-103478,2017-07-21,2017-07-24,Second Class,KL-16555,United States,Illinois,Aurora,"60505",Central,OFF-BI-10004224,94.1920,7,0.8000,-164.8360
5369,CA-2017-158071,2017-06-10,2017-06-15,Standard Class,BD-11320,United States,Washington,Seattle,"98103",West,OFF-ST-10001228,15.5800,1,0.0000,3.8950
4943,CA-2015-156482,2015-02-06,2015-02-13,Standard Class,IL-15100,United States,Delaware,Wilmington,"19805",East,OFF-AR-10001022,5.6800,2,0.0000,1.7608
5195,CA-2014-101560,2014-11-28,2014-12-01,Second Class,CS-12250,United States,South Carolina,Columbia,"29203",South,OFF-AR-10004757,13.1200,4,0.0000,4.3296
4138,CA-2017-110926,2017-11-19,2017-11-23,Standard Class,DD-13570,United States,Virginia,Alexandria,"22304",South,OFF-FA-10000624,25.0600,7,0.0000,12.5300
4212,CA-2014-166457,2014-05-05,2014-05-09,Second Class,PF-19120,United States,Kentucky,Richmond,"40475",South,OFF-PA-10003016,9.4200,3,0.0000,4.2390
3253,CA-2017-110373,2017-10-27,2017-10-30,Second Class,MA-17560,United States,Illinois,Chicago,"60610",Central,OFF-AR-10003045,7.0560,3,0.2000,2.2050
6737,CA-2016-123358,2016-04-10,2016-04-17,Standard Class,BT-11680,United States,California,San Francisco,"94122",West,OFF-ST-10001932,579.5100,3,0.0000,81.1314
7591,CA-2016-158778,2016-09-05,2016-09-09,Standard Class,DB-13210,United States,Pennsylvania,Philadelphia,"19134",East,FUR-FU-10000260,58.2480,9,0.2000,11.6496
9663,CA-2016-160717,2016-06-06,2016-06-11,Standard Class,ME-17320,United States,California,Santa Barbara,"93101",West,TEC-PH-10001760,477.6000,3,0.2000,161.1900
9623,CA-2014-115133,2014-09-26,2014-09-30,Standard Class,DA-13450,United States,Ohio,Lancaster,"43130",East,OFF-PA-10000174,32.8960,4,0.2000,11.1024
1910,CA-2017-105886,2017-12-18,2017-12-23,Standard Class,DB-13660,United States,New York,Oceanside,"11572",East,FUR-FU-10001037,18.9600,2,0.0000,8.5320
9852,CA-2016-158155,2016-05-02,2016-05-06,Standard Class,EH-13765,United States,New York,New York City,"10009",East,OFF-BI-10001670,90.4800,3,0.2000,33.9300
8916,US-2016-144057,2016-05-09,2016-05-13,Standard Class,CV-12805,United States,Texas,Austin,"78745",Central,OFF-BI-10002852,13.1840,4,0.8000,-20.4352
1819,US-2014-130379,2014-05-25,2014-05-29,Standard Class,JL-15235,United States,Illinois,Chicago,"60623",Central,OFF-AP-10001394,75.6000,2,0.8000,-166.3200
8188,CA-2016-127194,2016-12-10,2016-12-16,Standard Class,BW-11110,United States,New York,New York City,"10024",East,OFF-PA-10000659,62.8200,9,0.0000,29.5254
5006,CA-2015-158659,2015-11-10,2015-11-14,Second Class,SC-20695,United States,Indiana,Richmond,"47374",Central,OFF-ST-10003306,714.3000,5,0.0000,207.1470
4931,US-2014-138828,2014-09-02,2014-09-03,First Class,KD-16345,United States,New York,New York City,"10009",East,OFF-PA-10000349,14.9400,3,0.0000,7.0218
4482,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,XP-21865,United States,California,Los Angeles,"90049",West,OFF-AP-10002998,43.3200,2,0.0000,14.2956
1981,CA-2016-112669,2016-04-14,2016-04-14,Same Day,KT-16465,United States,Arizona,Glendale,"85301",West,OFF-ST-10001228,42.9760,4,0.2000,4.2976
9020,CA-2014-100706,2014-12-16,2014-12-18,Second Class,LE-16810,United States,Virginia,Springfield,"22153",South,TEC-AC-10001314,99.9800,2,0.0000,7.9984
3217,CA-2014-114433,2014-05-13,2014-05-17,Standard Class,NP-18325,United States,California,Oakland,"94601",West,TEC-AC-10002800,149.9700,3,0.0000,52.4895
4566,US-2017-149510,2017-12-03,2017-12-10,Standard Class,MC-17575,United States,North Carolina,Fayetteville,"28314",South,OFF-AP-10002350,45.2160,3,0.2000,4.5216
1492,CA-2017-166436,2017-11-24,2017-11-28,Standard Class,TS-21370,United States,New York,New York City,"10035",East,OFF-PA-10001838,5.8800,1,0.0000,2.8812
1020,CA-2015-108665,2015-07-06,2015-07-10,Standard Class,KM-16225,United States,New York,New York City,"10011",East,OFF-ST-10001526,601.6500,5,0.0000,156.4290
2132,US-2014-114188,2014-05-20,2014-05-22,Second Class,RF-19345,United States,New Hampshire,Dover,"3820",East,FUR-FU-10000076,139.8600,7,0.0000,60.1398
1991,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,United States,Missouri,Springfield,"65807",Central,OFF-PA-10002160,17.3400,3,0.0000,8.4966
5201,CA-2016-103982,2016-03-03,2016-03-08,Standard Class,AA-10315,United States,Texas,Round Rock,"78664",Central,TEC-PH-10000895,431.9760,3,0.2000,32.3982
6255,CA-2015-151624,2015-09-08,2015-09-14,Standard Class,VW-21775,United States,Alabama,Montgomery,"36116",South,FUR-FU-10001731,21.3600,8,0.0000,8.1168
3222,US-2015-137008,2015-10-02,2015-10-08,Standard Class,JP-15460,United States,New Jersey,Lakewood,"8701",East,TEC-AC-10000892,90.0000,1,0.0000,32.4000
3209,CA-2016-108882,2016-01-09,2016-01-15,Standard Class,LA-16780,United States,California,Fresno,"93727",West,TEC-AC-10000420,349.9500,5,0.0000,118.9830
975,US-2017-103247,2017-10-05,2017-10-08,Second Class,PO-19195,United States,New York,New York City,"10011",East,TEC-PH-10003555,160.9300,7,0.0000,3.2186
9121,US-2016-155971,2016-06-06,2016-06-12,Standard Class,RB-19795,United States,California,Los Angeles,"90036",West,OFF-PA-10000210,99.9000,5,0.0000,46.9530
7790,US-2016-117037,2016-05-17,2016-05-20,First Class,LW-17215,United States,Illinois,Chicago,"60653",Central,OFF-PA-10000791,30.5280,8,0.2000,9.5400
1012,CA-2017-118437,2017-06-17,2017-06-21,Second Class,PF-19165,United States,Washington,Olympia,"98502",West,FUR-FU-10004848,155.2500,3,0.0000,46.5750
4655,CA-2017-159107,2017-06-24,2017-06-26,Second Class,KT-16480,United States,California,San Francisco,"94110",West,OFF-FA-10001332,2.8800,1,0.0000,1.3536
1053,US-2015-153500,2015-07-03,2015-07-05,First Class,DG-13300,United States,Pennsylvania,Philadelphia,"19134",East,FUR-FU-10004460,282.8880,9,0.2000,56.5776
7200,US-2015-156797,2015-08-11,2015-08-15,Standard Class,PO-19180,United States,New York,New York City,"10035",East,TEC-PH-10004614,138.0000,2,0.0000,34.5000
3232,US-2017-156356,2017-04-16,2017-04-22,Standard Class,ND-18370,United States,Texas,Houston,"77095",Central,OFF-BI-10000632,26.0460,3,0.8000,-44.2782
5335,CA-2014-103331,2014-08-26,2014-09-01,Standard Class,KB-16315,United States,Delaware,Newark,"19711",East,OFF-PA-10002160,17.3400,3,0.0000,8.4966
654,CA-2017-140844,2017-06-19,2017-06-23,Standard Class,AR-10405,United States,New York,New York City,"10035",East,TEC-AC-10001101,103.1200,8,0.0000,10.3120
9544,CA-2015-135251,2015-08-06,2015-08-10,Standard Class,RP-19270,United States,Texas,Houston,"77095",Central,OFF-PA-10003302,56.7040,2,0.2000,19.1376
9541,CA-2015-135727,2015-05-11,2015-05-16,Second Class,PS-18970,United States,Arizona,Phoenix,"85023",West,FUR-CH-10004540,191.9680,7,0.2000,16.7972
8563,CA-2016-123540,2016-04-02,2016-04-06,Second Class,DJ-13420,United States,Wisconsin,Milwaukee,"53209",Central,FUR-CH-10000847,1454.9000,5,0.0000,378.2740
938,US-2017-111745,2017-11-05,2017-11-06,First Class,RA-19885,United States,New Mexico,Farmington,"87401",West,TEC-AC-10003911,159.9900,1,0.0000,54.3966
6416,CA-2017-144750,2017-08-21,2017-08-21,Same Day,DL-13495,United States,Arizona,Chandler,"85224",West,OFF-PA-10003395,83.8800,1,0.2000,29.3580
8627,CA-2015-164084,2015-09-07,2015-09-12,Standard Class,AG-10525,United States,New York,New York City,"10011",East,OFF-ST-10003638,70.2600,3,0.0000,18.9702
7012,US-2014-135881,2014-05-23,2014-05-27,Standard Class,GT-14710,United States,New York,New York City,"10035",East,OFF-SU-10003002,5.0400,2,0.0000,0.1512
4146,CA-2017-112725,2017-01-30,2017-02-06,Standard Class,EH-14125,United States,California,San Francisco,"94110",West,FUR-CH-10000863,120.7840,1,0.2000,-13.5882
6597,CA-2017-157112,2017-04-23,2017-04-26,First Class,GG-14650,United States,Ohio,Columbus,"43229",East,OFF-PA-10001804,5.3440,1,0.2000,1.8704
8114,CA-2016-130393,2016-12-01,2016-12-03,Second Class,JM-15865,United States,Texas,San Angelo,"76903",Central,FUR-CH-10004477,85.2460,2,0.3000,-1.2178
8900,CA-2015-163237,2015-08-07,2015-08-09,Second Class,EM-14095,United States,Virginia,Springfield,"22153",South,OFF-LA-10004545,25.0600,2,0.0000,11.7782
8160,CA-2016-120803,2016-03-09,2016-03-13,Standard Class,RB-19465,United States,Connecticut,Milford,"6460",East,TEC-AC-10004469,199.7500,5,0.0000,87.8900
2606,CA-2014-112718,2014-12-16,2014-12-21,Standard Class,KN-16450,United States,Florida,Jacksonville,"32216",South,OFF-BI-10000591,1.1670,1,0.7000,-0.8558
638,US-2016-123470,2016-08-15,2016-08-21,Standard Class,ME-17725,United States,Colorado,Aurora,"80013",West,OFF-AP-10003287,122.3280,3,0.2000,12.2328
8569,CA-2016-162390,2016-12-06,2016-12-12,Standard Class,DP-13105,United States,New York,Hempstead,"11550",East,OFF-BI-10004318,968.7440,7,0.2000,314.8418
5011,CA-2015-102876,2015-09-07,2015-09-14,Standard Class,LR-17035,United States,Pennsylvania,Philadelphia,"19134",East,OFF-BI-10000848,4.9230,3,0.7000,-3.9384
769,CA-2014-106810,2014-05-14,2014-05-20,Standard Class,AJ-10795,United States,Florida,Saint Petersburg,"33710",South,FUR-FU-10004306,310.8800,2,0.2000,23.3160
8596,CA-2014-111934,2014-05-05,2014-05-07,First Class,GD-14590,United States,Virginia,Arlington,"22204",South,OFF-BI-10004364,11.8800,2,0.0000,5.3460
4066,CA-2014-102673,2014-11-01,2014-11-05,Standard Class,KH-16630,United States,North Carolina,Charlotte,"28205",South,OFF-FA-10003021,7.5200,5,0.2000,1.4100
9201,CA-2016-152688,2016-10-17,2016-10-20,First Class,NR-18550,United States,New Jersey,Perth Amboy,"8861",East,FUR-BO-10001337,120.9800,1,0.0000,12.0980
5582,CA-2017-163818,2017-10-04,2017-10-08,Standard Class,PS-18970,United States,Maryland,Clinton,"20735",East,FUR-FU-10000076,19.9800,1,0.0000,8.5914
5797,CA-2014-124856,2014-09-29,2014-10-03,Second Class,LD-17005,United States,New York,New York City,"10011",East,FUR-FU-10000521,117.3600,4,0.0000,36.3816
4762,CA-2016-117660,2016-12-30,2017-01-04,Standard Class,BM-11785,United States,Ohio,Columbus,"43229",East,OFF-LA-10003720,5.9040,2,0.2000,1.9926
6492,CA-2016-113845,2016-11-20,2016-11-25,Standard Class,FA-14230,United States,Florida,Orlando,"32839",South,FUR-BO-10004695,289.5680,2,0.2000,10.8588
2531,CA-2014-111500,2014-08-17,2014-08-21,Standard Class,DJ-13510,United States,Arkansas,Little Rock,"72209",South,OFF-PA-10000595,114.2000,5,0.0000,52.5320
493,CA-2014-113362,2014-09-14,2014-09-19,Standard Class,AJ-10960,United States,New York,Rochester,"14609",East,OFF-EN-10003845,11.0700,3,0.0000,5.0922
4218,CA-2017-149881,2017-04-01,2017-04-03,First Class,NC-18535,United States,California,San Francisco,"94110",West,FUR-BO-10003894,482.6640,8,0.1500,85.1760
5068,CA-2017-160934,2017-01-15,2017-01-19,Standard Class,TT-21460,United States,California,Los Angeles,"90008",West,OFF-AR-10003504,21.4000,5,0.0000,6.2060
8750,US-2015-163825,2015-06-16,2015-06-19,First Class,LC-16885,United States,New York,New York City,"10009",East,OFF-BI-10003527,3050.3760,3,0.2000,1143.8910
5284,CA-2014-133424,2014-03-30,2014-04-04,Standard Class,Dl-13600,United States,Washington,Seattle,"98105",West,OFF-ST-10002957,15.8400,3,0.0000,0.0000
3289,CA-2015-157770,2015-12-13,2015-12-15,First Class,RD-19585,United States,California,Temecula,"92592",West,OFF-BI-10000050,29.2000,5,0.2000,9.8550
4388,CA-2016-156811,2016-10-27,2016-11-02,Standard Class,BP-11095,United States,California,San Francisco,"94122",West,OFF-BI-10001628,25.0320,3,0.2000,7.8225
9460,CA-2014-138240,2014-10-09,2014-10-14,Standard Class,SJ-20500,United States,California,San Francisco,"94122",West,TEC-PH-10002583,15.9920,1,0.2000,-2.9985
3305,CA-2014-104738,2014-12-30,2015-01-01,Second Class,SP-20620,United States,Texas,Laredo,"78041",Central,OFF-EN-10004955,12.9840,3,0.2000,4.7067
1814,US-2017-161193,2017-11-20,2017-11-26,Standard Class,BT-11680,United States,Ohio,Newark,"43055",East,FUR-FU-10000206,4.6560,2,0.2000,1.5714
114,CA-2014-115259,2014-08-25,2014-08-27,Second Class,RC-19960,United States,Ohio,Columbus,"43229",East,OFF-FA-10000621,40.0960,14,0.2000,14.5348
3943,CA-2017-160458,2017-05-27,2017-05-29,Second Class,EH-13945,United States,Tennessee,Memphis,"38109",South,OFF-PA-10001166,25.9200,5,0.2000,9.0720
5644,CA-2015-166604,2015-05-15,2015-05-20,Second Class,AH-10690,United States,Georgia,Roswell,"30076",South,OFF-EN-10004147,17.9400,3,0.0000,8.7906
8058,CA-2015-121188,2015-08-28,2015-09-04,Standard Class,CB-12025,United States,California,Los Angeles,"90049",West,OFF-BI-10001617,41.3600,5,0.2000,13.9590
3744,CA-2016-137848,2016-01-15,2016-01-21,Standard Class,WB-21850,United States,New York,New York City,"10011",East,OFF-BI-10002225,49.5360,3,0.2000,17.3376
1634,CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,United States,Ohio,Cleveland,"44105",East,OFF-ST-10000649,25.1200,2,0.2000,1.5700
2014,CA-2016-145905,2016-09-18,2016-09-23,Standard Class,AM-10705,United States,Alabama,Auburn,"36830",South,FUR-CH-10001854,350.9800,1,0.0000,84.2352
2613,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,United States,Texas,Arlington,"76017",Central,FUR-FU-10000221,6.0960,3,0.6000,-3.9624
7048,CA-2014-150581,2014-04-08,2014-04-12,Standard Class,NM-18445,United States,California,Concord,"94521",West,TEC-AC-10001908,399.9600,4,0.0000,139.9860
5151,CA-2017-125101,2017-03-06,2017-03-10,Second Class,SH-19975,United States,California,San Francisco,"94109",West,OFF-ST-10000675,67.7800,2,0.0000,16.9450
4503,CA-2014-116757,2014-06-30,2014-07-04,Standard Class,MS-17980,United States,Texas,Houston,"77095",Central,OFF-FA-10002815,21.3120,6,0.2000,7.1928
1554,CA-2017-158386,2017-10-16,2017-10-21,Standard Class,BO-11425,United States,Kentucky,Richmond,"40475",South,OFF-BI-10003719,124.7500,5,0.0000,57.3850
3562,CA-2017-109757,2017-09-04,2017-09-09,Second Class,MD-17350,United States,Ohio,Akron,"44312",East,OFF-BI-10004001,25.5600,5,0.7000,-20.4480
8543,CA-2015-157287,2015-12-22,2015-12-23,First Class,HR-14830,United States,Pennsylvania,Philadelphia,"19140",East,FUR-CH-10001270,422.6250,7,0.3000,0.0000
9896,CA-2014-115049,2014-09-26,2014-10-01,Standard Class,MM-17920,United States,Illinois,Chicago,"60623",Central,TEC-AC-10004859,153.8240,11,0.2000,38.4560
5007,CA-2015-169796,2015-11-09,2015-11-14,Standard Class,Dp-13240,United States,New York,New York City,"10035",East,TEC-MA-10000045,2321.9000,2,0.0000,1114.5120
8874,US-2014-105137,2014-10-10,2014-10-10,Same Day,RB-19435,United States,Ohio,Columbus,"43229",East,OFF-BI-10002429,18.2640,2,0.7000,-13.3936
2300,CA-2015-113145,2015-11-01,2015-11-05,Standard Class,VD-21670,United States,New York,New York City,"10011",East,TEC-PH-10002597,503.9600,4,0.0000,125.9900
8488,CA-2017-124716,2017-03-27,2017-03-31,Standard Class,BD-11560,United States,California,Fresno,"93727",West,OFF-PA-10000859,11.9400,3,0.0000,5.9700
8314,CA-2014-161508,2014-07-12,2014-07-16,Standard Class,PV-18985,United States,Texas,League City,"77573",Central,FUR-CH-10002126,512.3580,3,0.3000,-14.6388
3559,CA-2017-152737,2017-11-07,2017-11-12,Standard Class,TS-21505,United States,California,San Francisco,"94122",West,OFF-BI-10002982,21.7920,4,0.2000,7.6272
591,US-2016-156986,2016-03-20,2016-03-24,Standard Class,ZC-21910,United States,Oregon,Salem,"97301",West,OFF-BI-10002498,16.8210,3,0.7000,-12.8961
3719,CA-2016-142370,2016-09-19,2016-09-23,Standard Class,TP-21130,United States,Georgia,Columbus,"31907",South,TEC-AC-10002926,249.9500,5,0.0000,107.4785
3141,CA-2015-112557,2015-04-25,2015-04-28,First Class,JL-15850,United States,New York,New York City,"10035",East,OFF-AP-10002311,206.4300,3,0.0000,90.8292
7715,CA-2014-150203,2014-12-05,2014-12-07,First Class,JB-15925,United States,California,Los Angeles,"90032",West,OFF-AP-10001469,250.2600,6,0.0000,72.5754
4916,CA-2015-161830,2015-09-24,2015-09-26,Second Class,ME-17725,United States,Washington,Seattle,"98105",West,OFF-BI-10001097,14.9520,3,0.2000,5.4201
634,CA-2017-144694,2017-09-24,2017-09-26,Second Class,BD-11605,United States,Florida,Miami,"33180",South,TEC-AC-10002857,17.8800,3,0.2000,2.4585
6805,CA-2014-152233,2014-10-05,2014-10-06,First Class,KH-16510,United States,California,Pomona,"91767",West,TEC-AC-10002800,99.9800,2,0.0000,34.9930
1902,CA-2016-151141,2016-08-20,2016-08-23,First Class,DW-13480,United States,Michigan,Detroit,"48205",Central,TEC-PH-10004924,14.7800,2,0.0000,3.9906
8693,CA-2016-136770,2016-08-14,2016-08-18,Standard Class,SP-20650,United States,Ohio,Akron,"44312",East,TEC-AC-10000420,279.9600,5,0.2000,48.9930
6925,CA-2015-137925,2015-11-30,2015-12-04,Standard Class,JL-15235,United States,New York,New York City,"10035",East,OFF-PA-10002659,23.6600,7,0.0000,10.8836
4538,CA-2017-138464,2017-07-08,2017-07-12,Standard Class,VF-21715,United States,Washington,Seattle,"98115",West,OFF-AR-10003560,18.2400,3,0.0000,6.2016
3751,CA-2017-161956,2017-08-27,2017-08-29,Second Class,DR-12880,United States,California,Inglewood,"90301",West,OFF-SU-10002503,28.4000,5,0.0000,8.2360
4891,CA-2016-135776,2016-12-23,2016-12-30,Standard Class,EH-13765,United States,Washington,Seattle,"98103",West,OFF-AR-10001246,8.8200,3,0.0000,2.5578
5147,CA-2017-161333,2017-02-02,2017-02-07,Standard Class,JL-15835,United States,California,Los Angeles,"90045",West,OFF-AP-10000252,46.8000,4,0.0000,16.3800
6631,CA-2016-105081,2016-12-25,2016-12-30,Standard Class,JE-15715,United States,Washington,Seattle,"98115",West,FUR-CH-10000847,698.3520,3,0.2000,52.3764
4337,CA-2015-154795,2015-12-20,2015-12-24,Standard Class,GZ-14470,United States,Arizona,Bullhead City,"86442",West,FUR-FU-10002088,14.3680,2,0.2000,3.9512
8649,CA-2016-164574,2016-07-29,2016-08-03,Standard Class,RH-19555,United States,North Carolina,Charlotte,"28205",South,OFF-ST-10003816,704.7600,5,0.2000,26.4285
2698,CA-2014-145317,2014-03-18,2014-03-23,Standard Class,SM-20320,United States,Florida,Jacksonville,"32216",South,TEC-MA-10002412,22638.4800,6,0.5000,-1811.0784
9572,CA-2015-113131,2015-09-24,2015-09-24,Same Day,MB-17305,United States,Ohio,Columbus,"43229",East,OFF-EN-10003068,15.8400,2,0.2000,5.5440
3778,CA-2015-107937,2015-05-03,2015-05-08,Standard Class,JB-16045,United States,California,Chula Vista,"91911",West,FUR-FU-10002298,665.8800,6,0.0000,106.5408
7794,CA-2015-127481,2015-12-12,2015-12-15,Second Class,JD-15895,United States,Nevada,Las Vegas,"89115",West,OFF-PA-10002036,32.4000,5,0.0000,15.8760
910,CA-2017-137596,2017-09-02,2017-09-07,Standard Class,BE-11335,United States,Michigan,Jackson,"49201",Central,TEC-PH-10001494,1199.8000,4,0.0000,323.9460
4568,US-2017-149510,2017-12-03,2017-12-10,Standard Class,MC-17575,United States,North Carolina,Fayetteville,"28314",South,OFF-PA-10001892,24.4480,4,0.2000,8.8624
8449,CA-2017-125451,2017-10-23,2017-10-24,First Class,AH-10075,United States,Rhode Island,Cranston,"2920",East,FUR-TA-10004915,637.8960,3,0.3000,-127.5792
3171,CA-2017-107461,2017-12-21,2017-12-26,Second Class,PK-19075,United States,South Carolina,Columbia,"29203",South,OFF-BI-10002003,23.8800,6,0.0000,11.2236
8934,CA-2016-102134,2016-03-14,2016-03-19,Standard Class,SP-20545,United States,Wisconsin,Green Bay,"54302",Central,FUR-FU-10003724,16.7400,2,0.0000,4.3524
4952,CA-2015-144190,2015-06-09,2015-06-13,Standard Class,NC-18415,United States,Michigan,Royal Oak,"48073",Central,OFF-PA-10000304,12.9600,2,0.0000,6.2208
1465,US-2016-104794,2016-12-16,2016-12-19,First Class,KD-16495,United States,New York,New York City,"10009",East,OFF-FA-10001754,3.6800,2,0.0000,1.8032
1265,CA-2016-155992,2016-10-01,2016-10-02,First Class,CC-12220,United States,Indiana,La Porte,"46350",Central,FUR-FU-10003724,41.8500,5,0.0000,10.8810
3272,CA-2015-155145,2015-12-27,2015-12-29,Second Class,KN-16450,United States,California,Visalia,"93277",West,TEC-AC-10003709,7.9200,8,0.0000,3.4848
6183,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,GB-14575,United States,South Carolina,Columbia,"29203",South,OFF-BI-10000050,14.6000,2,0.0000,6.8620
4004,CA-2016-145730,2016-03-03,2016-03-08,Standard Class,CC-12220,United States,Texas,San Antonio,"78207",Central,TEC-MA-10001016,287.9100,3,0.4000,33.5895
9049,CA-2017-137463,2017-12-16,2017-12-20,Second Class,KM-16225,United States,California,Sunnyvale,"94086",West,OFF-LA-10003498,44.4000,3,0.0000,22.2000
4508,US-2014-138247,2014-12-24,2014-12-29,Standard Class,BF-11170,United States,California,Los Angeles,"90045",West,OFF-ST-10002301,20.3400,1,0.0000,0.2034
3120,CA-2015-121720,2015-06-11,2015-06-12,First Class,JE-15610,United States,Florida,Lakeland,"33801",South,TEC-PH-10002496,249.5840,2,0.2000,31.1980
587,CA-2015-128139,2015-07-03,2015-07-09,Standard Class,BD-11725,United States,Kentucky,Richmond,"40475",South,FUR-CH-10003956,70.9800,1,0.0000,4.9686
1045,CA-2017-115651,2017-07-09,2017-07-12,First Class,NS-18640,United States,Illinois,Chicago,"60610",Central,OFF-AP-10000055,58.4640,9,0.8000,-146.1600
7577,CA-2014-134726,2014-11-02,2014-11-07,Second Class,SW-20755,United States,Washington,Seattle,"98115",West,TEC-AC-10000023,41.9400,2,0.0000,15.0984
67,US-2015-164175,2015-04-30,2015-05-05,Standard Class,PS-18970,United States,Illinois,Chicago,"60610",Central,FUR-CH-10001146,213.1150,5,0.3000,-15.2225
3233,US-2017-156356,2017-04-16,2017-04-22,Standard Class,ND-18370,United States,Texas,Houston,"77095",Central,OFF-BI-10001107,2.8960,1,0.8000,-4.7784
336,CA-2015-137946,2015-09-01,2015-09-04,Second Class,DB-13615,United States,California,Los Angeles,"90045",West,TEC-CO-10001449,959.9840,2,0.2000,335.9944
4003,CA-2016-145730,2016-03-03,2016-03-08,Standard Class,CC-12220,United States,Texas,San Antonio,"78207",Central,FUR-TA-10004915,637.8960,3,0.3000,-127.5792
164,CA-2016-113817,2016-11-07,2016-11-11,Standard Class,MJ-17740,United States,Washington,Seattle,"98115",West,OFF-BI-10004002,27.6800,2,0.2000,9.6880
7881,CA-2017-118017,2017-12-03,2017-12-06,Second Class,LC-16870,United States,Colorado,Thornton,"80229",West,OFF-AR-10003856,13.3440,6,0.2000,1.0008
252,CA-2016-145625,2016-09-11,2016-09-17,Standard Class,KC-16540,United States,California,San Diego,"92037",West,TEC-AC-10003832,3347.3700,13,0.0000,636.0003
7873,CA-2016-101672,2016-10-03,2016-10-07,Standard Class,DB-12910,United States,California,Lake Forest,"92630",West,FUR-CH-10004063,915.1360,4,0.2000,102.9528
